GC/1.3.2 -opt noprop	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt noprop	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nocse	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nocse	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nostrength	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nostrength	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r3, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt noloopinvariants	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt noloopinvariants	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nopeephole	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nopeephole	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nodeadstore	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nodeadstore	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nolifetimes	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 -opt nolifetimes	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.0 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.0 prod	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.1 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.1 prod	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.1p1 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.1p1 prod	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.2.5 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.2.5 prod	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.2.5n prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.2.5n prod	v02_plainidx	SLWI	SR	li r6, 0x0;lwz r5, 0x28(r3);lfs f3, F_ZERO@sda21(r0);slwi r4, r6, 3;lfs f0, F_ONE@sda21(r0)
GC/1.3 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2r prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/1.3.2r prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.0 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.0 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.0p1 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.0p1 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.5 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.5 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.6 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.6 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.7 prod	v01_baseline	LI2	SR	lwz r5, 0x28(r3);li r4, 0x0;lfs f3, F_ZERO@sda21(r0);li r6, 0x0;lfs f0, F_ONE@sda21(r0)
GC/2.7 prod	v02_plainidx	LI2	SR	lwz r5, 0x28(r3);li r6, 0x0;lfs f3, F_ZERO@sda21(r0);li r4, 0x0;lfs f0, F_ONE@sda21(r0)
